Realm	Subrealm	Kingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Ninurtavirus		Ninurtavirus muliumi	ICTV202318873
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Ninurtavirus		Ninurtavirus nowtis	ICTV202318886
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Ninurtavirus		Ninurtavirus oceanis	ICTV202318885
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Ninurtavirus		Ninurtavirus particulae	ICTV202318887
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Ninurtavirus		Ninurtavirus pintis	ICTV202318895
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Ninurtavirus		Ninurtavirus pondae	ICTV202318883
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Ninurtavirus		Ninurtavirus procoris	ICTV202318879
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Ninurtavirus		Ninurtavirus raringis	ICTV202318892
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Ninurtavirus		Ninurtavirus rhiphus	ICTV202318889
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Ninurtavirus		Ninurtavirus sewoxi	ICTV202318881
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Ninurtavirus		Ninurtavirus tersae	ICTV202318893
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Ninurtavirus		Ninurtavirus wagopi	ICTV202318884
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Ninurtavirus		Ninurtavirus waseris	ICTV202318882
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Queuovirinae	Nipunavirus		Nipunavirus Doca3	ICTV202319243
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Queuovirinae	Nipunavirus		Nipunavirus JG054	ICTV202319242
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Queuovirinae	Nipunavirus		Nipunavirus NP1	ICTV20165015
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Queuovirinae	Nipunavirus		Nipunavirus PAJD1	ICTV202319244
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Queuovirinae	Nipunavirus		Nipunavirus PaMx25	ICTV20165016
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Queuovirinae	Nipunavirus		Nipunavirus quinobequin	ICTV202319245
									Thaspiviridae		Nitmarvirus		Nitmarvirus maris	ICTV201908059
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Nitrunavirus		Nitrunavirus NTR1	ICTV202523046
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Bastillevirinae	Nitunavirus		Nitunavirus NIT1	ICTV20150187
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Bastillevirinae	Nitunavirus		Nitunavirus SPG24	ICTV20150189
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Bastillevirinae	Nitunavirus		Nitunavirus grass	ICTV20150188
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Niuhvovirus		Niuhvovirus limivicinum	ICTV202010504
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Niuhvovirus		Niuhvovirus limivivens	ICTV202010505
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Niwnhavirus		Niwnhavirus messivicinum	ICTV202316532
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Niwtovirus		Niwtovirus choradaptatum	ICTV202316533
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Blumeviridae		Niwtuvirus		Niwtuvirus agrihabitans	ICTV202316827
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Blumeviridae		Niwtuvirus		Niwtuvirus humihabitans	ICTV202316828
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Blumeviridae		Niwtuvirus		Niwtuvirus lutenecus	ICTV202316829
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Blumeviridae		Niwtuvirus		Niwtuvirus pedovicinum	ICTV202316830
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Nixviridae		Nixvirus		Nixvirus pging00X	ICTV202419940
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales		Autosignataviridae	Colwellvirinae	Njordvirus		Njordvirus njord	ICTV201908626
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Naomviridae		Noahvirus		Noahvirus arc	ICTV202112773
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Jormunvirales		Draupnirviridae		Nocentianivirus		Nocentianivirus saidatense	ICTV202318737
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Hendrixvirinae	Nochtlivirus		Nochtlivirus mEp235	ICTV202010093
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Pantevenvirales		Kyanoviridae		Nodensvirus		Nodensvirus spm2	ICTV201907768
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Feeclasvirinae	Noelyvirus		Noelyvirus noely	ICTV202317740
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Juravirales		Yangangviridae		Nohelivirus		Nohelivirus yangshanense	ICTV202214323
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales				Nohivirus		Nohivirus S31C1	ICTV201908288
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Nohmivirus		Nohmivirus arvicola	ICTV202316534
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Nohmivirus		Nohmivirus arvihabitans	ICTV202316535
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Nohmivirus		Nohmivirus messenecus	ICTV202316536
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Nohmivirus		Nohmivirus radicivivens	ICTV202316537
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Nohrdovirus		Nohrdovirus chorenecus	ICTV202316538
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Nohrdovirus		Nohrdovirus chthonocola	ICTV202316539
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Nohrdovirus		Nohrdovirus limihabitans	ICTV202010618
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Nohrdovirus		Nohrdovirus segetenecus	ICTV202316540
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Nohrdovirus		Nohrdovirus soladaptatum	ICTV202316541
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Queuovirinae	Nonagvirus		Nonagvirus JenK1	ICTV20150759
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Queuovirinae	Nonagvirus		Nonagvirus JenP1	ICTV20150761
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Queuovirinae	Nonagvirus		Nonagvirus JenP2	ICTV20150760
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Queuovirinae	Nonagvirus		Nonagvirus SE1Kor	ICTV201857077
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Queuovirinae	Nonagvirus		Nonagvirus nv9g	ICTV20150758
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Nonanavirus		Nonanavirus SP069	ICTV20150374
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Nonanavirus		Nonanavirus nv9NA	ICTV20150373
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes						Nordovirus		Nordovirus asienecus	ICTV202316030
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes						Nordovirus		Nordovirus segetivicinum	ICTV202316031
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Ferrettivirinae	Norfolkplacevirus		Norfolkplacevirus ARI0746	ICTV202420529
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Ferrettivirinae	Norfolkplacevirus		Norfolkplacevirus IPP15	ICTV202420530
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Picornavirales		Caliciviridae		Norovirus		Norovirus norwalkense	ICTV19950817
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Northamptonvirus		Northamptonvirus jeon	ICTV202214696
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Northamptonvirus		Northamptonvirus taptic	ICTV202214697
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Northevirus		Northevirus chthonadaptatum	ICTV202316542
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Northevirus		Northevirus limihabitans	ICTV202316543
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Northevirus		Northevirus limivivens	ICTV202316544
Riboviria		Orthornavirae	Negarnaviricota	Polyploviricotina	Bunyaviricetes		Hareavirales		Nairoviridae		Norwavirus		Norwavirus beijiense	ICTV202214218
Riboviria		Orthornavirae	Negarnaviricota	Polyploviricotina	Bunyaviricetes		Hareavirales		Nairoviridae		Norwavirus		Norwavirus grotenhoutense	ICTV202009788
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Hirszfeldviridae		Nosocomialisvirus		Nosocomialisvirus QH4	ICTV202523050
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Hirszfeldviridae		Nosocomialisvirus		Nosocomialisvirus XC1	ICTV202523049
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Drexlerviridae		Nouzillyvirus		Nouzillyvirus ESCO41	ICTV201908172
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Peduoviridae		Novemvirus		Novemvirus T5282H	ICTV202011598
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Gammarhabdovirinae	Novirhabdovirus		Novirhabdovirus carpione	ICTV202522446
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Gammarhabdovirinae	Novirhabdovirus		Novirhabdovirus hirame	ICTV19990463
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Gammarhabdovirinae	Novirhabdovirus		Novirhabdovirus piscine	ICTV19990465
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Gammarhabdovirinae	Novirhabdovirus		Novirhabdovirus salmonid	ICTV19980706
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Gammarhabdovirinae	Novirhabdovirus		Novirhabdovirus snakehead	ICTV20020492
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales		Autoscriptoviridae	Slopekvirinae	Novosibovirus		Novosibovirus 309	ICTV202421224
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales		Autoscriptoviridae	Slopekvirinae	Novosibovirus		Novosibovirus PM16	ICTV201908547
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales		Autoscriptoviridae	Slopekvirinae	Novosibovirus		Novosibovirus PM75	ICTV201908548
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales		Autoscriptoviridae	Slopekvirinae	Novosibovirus		Novosibovirus RS1pmA	ICTV202421225
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales		Autoscriptoviridae	Slopekvirinae	Novosibovirus		Novosibovirus RS8pmA	ICTV202421226
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Demerecviridae		Novosibvirus		Novosibvirus PM135	ICTV201857060
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Demerecviridae		Novosibvirus		Novosibvirus stubb	ICTV201908118
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Chimalliviridae		Noxifervirus		Noxifervirus noxifer	ICTV201856327
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Nidovirales	Arnidovirineae	Arteriviridae	Variarterivirinae	Nuarterivirus		Nuarterivirus guemel	ICTV201907468
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Nubrunavirus		Nubrunavirus KYD2	ICTV202523048
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Nubrunavirus		Nubrunavirus NBR1	ICTV202523047
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Nuhnehevirus		Nuhnehevirus choradaptatum	ICTV202317568
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Nuhnehevirus		Nuhnehevirus fundicola	ICTV202317569
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Nupapillomavirus		Nupapillomavirus 1	ICTV20041494
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Xinmoviridae		Nurnegvirus		Nurnegvirus hainanense	ICTV202318784
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Rohanvirales		Adamaviridae		Nurnevirus		Nurnevirus wethil	ICTV202318525
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Nutorquevirus		Nutorquevirus phoci4	ICTV201856516
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Alvaradovirinae	Nyaakvirus		Nyaakvirus ART	ICTV202522095
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Alvaradovirinae	Nyaakvirus		Nyaakvirus Axy06	ICTV202522088
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Alvaradovirinae	Nyaakvirus		Nyaakvirus Axy14	ICTV202522093
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Alvaradovirinae	Nyaakvirus		Nyaakvirus ama1	ICTV202522091
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Alvaradovirinae	Nyaakvirus		Nyaakvirus ehaak	ICTV202522089
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Alvaradovirinae	Nyaakvirus		Nyaakvirus emuu	ICTV202522090
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Alvaradovirinae	Nyaakvirus		Nyaakvirus maay	ICTV202522092
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Alvaradovirinae	Nyaakvirus		Nyaakvirus nyaak	ICTV202522094
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Alvaradovirinae	Nyaakvirus		Nyaakvirus tuull	ICTV202522087
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Nyamiviridae		Nyavirus		Nyavirus argatis	ICTV202112223
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Nyamiviridae		Nyavirus		Nyavirus gerbillisci	ICTV202319049
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Nyamiviridae		Nyavirus		Nyavirus midwayense	ICTV20130530
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Nyamiviridae		Nyavirus		Nyavirus nyamaniniense	ICTV20130531
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Nyamiviridae		Nyavirus		Nyavirus sanjacintoense	ICTV202009663
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Nyamiviridae		Nyavirus		Nyavirus sierranevadaense	ICTV20140739
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Nyamiviridae		Nyavirus		Nyavirus somateriae	ICTV202112224
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Nyceiraevirus		Nyceiraevirus nyceirae	ICTV201856692
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Picornavirales		Solinviviridae		Nyfulvavirus		Nyfulvavirus nylanderiae	ICTV20165428
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Nylescharonvirus		Nylescharonvirus LE3	ICTV202011566
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Nylescharonvirus		Nylescharonvirus LE4	ICTV202011567
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Nymbaxtervirinae	Nymphadoravirus		Nymphadoravirus agueybana	ICTV202214897
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Nymbaxtervirinae	Nymphadoravirus		Nymphadoravirus bosnia	ICTV202214895
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Nymbaxtervirinae	Nymphadoravirus		Nymphadoravirus boynamedsue	ICTV202214900
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Nymbaxtervirinae	Nymphadoravirus		Nymphadoravirus bunnybear	ICTV202214892
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Nymbaxtervirinae	Nymphadoravirus		Nymphadoravirus herod	ICTV202214896
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Nymbaxtervirinae	Nymphadoravirus		Nymphadoravirus kita	ICTV20175501
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Nymbaxtervirinae	Nymphadoravirus		Nymphadoravirus madeline	ICTV202214893
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Nymbaxtervirinae	Nymphadoravirus		Nymphadoravirus maridalia	ICTV202214899
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Nymbaxtervirinae	Nymphadoravirus		Nymphadoravirus nymphadora	ICTV20175503
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Nymbaxtervirinae	Nymphadoravirus		Nymphadoravirus polly	ICTV202214898
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Nymbaxtervirinae	Nymphadoravirus		Nymphadoravirus thankyoujordi	ICTV202214894
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Nymbaxtervirinae	Nymphadoravirus		Nymphadoravirus zirinka	ICTV20175502
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Filoviridae		Oblavirus		Oblavirus percae	ICTV202113343
Floreoviria		Shotokuvirae	Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geplanaviridae		Oblivivirus		Oblivivirus yangtsis	ICTV202318480
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Hirszfeldviridae		Obolenskvirus		Obolenskvirus A8321	ICTV202523055
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Hirszfeldviridae		Obolenskvirus		Obolenskvirus AB2	ICTV20150181
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Hirszfeldviridae		Obolenskvirus		Obolenskvirus AbC62	ICTV20150180
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Hirszfeldviridae		Obolenskvirus		Obolenskvirus IME285	ICTV202523058
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Hirszfeldviridae		Obolenskvirus		Obolenskvirus LZ35	ICTV201856921
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Hirszfeldviridae		Obolenskvirus		Obolenskvirus R1888	ICTV202523057
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Hirszfeldviridae		Obolenskvirus		Obolenskvirus R2919	ICTV202523056
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Jasonviridae		Obscurovirus		Obscurovirus verheini	ICTV202522033
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Jingchuvirales		Aliusviridae		Obscuruvirus		Obscuruvirus quintum	ICTV202009744
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales				Oceanidvirus		Oceanidvirus CRP113	ICTV202421182
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales				Oceanidvirus		Oceanidvirus CRP171	ICTV202421181
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Secretvirales		Chicoviridae		Oceanivirus		Oceanivirus unius	ICTV202523022
Varidnaviria		Bamfordvirae	Nucleocytoviricota		Megaviricetes		Imitervirales	Paramivirineae	Allomimiviridae		Oceanusvirus		Oceanusvirus kaneohense	ICTV202215040
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Oceshuvirus		Oceshuvirus lutenecus	ICTV202010512
Riboviria		Orthornavirae	Negarnaviricota	Polyploviricotina	Bunyaviricetes		Hareavirales		Nairoviridae		Ocetevirus		Ocetevirus paratemnopterygis	ICTV202009790
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Deeyouvirinae	Octobienvirus		Octobienvirus kudefre	ICTV202214576
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Deeyouvirinae	Octobienvirus		Octobienvirus octobien14	ICTV202214574
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Deeyouvirinae	Octobienvirus		Octobienvirus sephiroth	ICTV202214575
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Deeyouvirinae	Octobienvirus		Octobienvirus syleon	ICTV202214577
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Jingchuvirales		Chuviridae		Odonatavirus		Odonatavirus draconis	ICTV202009730
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Jingchuvirales		Chuviridae		Odonatavirus		Odonatavirus fabricii	ICTV20186064
